level_0,index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Is_there_LEAD,Category,indice,Cambio,avScGrpUniPresent,avScGrpUniPresent_LEAD,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,RegionGo
113,0,324715465,54,324713,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,0,Unicorn_Absent,-1,-1.0,1,Unicorn_Absent,ALL,113,0,26.201268357810413,26.201268357810413,607,1.0,64,1.0,64.0,0.0,1.0,1.0,1.0,0.0,0.0,ALL
114,0,324715465,55,324713,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,0,Unicorn_Absent,-1,-1.0,1,Unicorn_Absent,ALL,114,0,26.201268357810413,26.201268357810413,639,1.0,64,1.0,64.0,0.0,1.0,1.0,1.0,0.0,0.0,ALL
115,0,324715465,56,324713,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,0,Unicorn_Absent,-1,-1.0,1,Unicorn_Present,ALL,115,0,26.201268357810413,32.0,671,1.0,64,1.0,64.0,0.0,1.0,1.0,1.0,0.0,0.0,
122,0,401054603,3,4010,Absent,35,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,19,13,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,RS,122,0,26.201268357810413,26.201268357810413,50,0.91875,28,0.25,44.0,0.18548387096774194,0.484375,,,,,RS
123,0,401054603,4,4010,Absent,51,0,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,0,1,1,1,-16,0,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,RS,123,0,26.201268357810413,-16.0,34,0.7,37,0.32653061224489793,37.0,0.32653061224489793,0.578125,0.91875,0.25,0.18548387096774194,13.0,RS
126,0,401054603,7,4010,Absent,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,26,6,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,RS,126,0,26.201268357810413,14.0,60,0.9625,6,0.10256410256410256,64.0,0.10256410256410256,0.90625,0.7,0.32653061224489793,0.32653061224489793,0.0,RS
128,0,401054603,9,4010,Absent,43,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,17,15,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,RS,128,0,26.201268357810413,-21.0,77,0.90625,27,0.06451612903225806,44.0,0.43548387096774194,0.453125,0.9625,0.10256410256410256,0.10256410256410256,6.0,UP
131,0,401054603,12,4010,Absent,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,Unicorn_Absent,-1,-1.0,4,Unicorn_Absent,UP,131,0,26.201268357810413,26.201268357810413,97,0.925,32,0.2553191489361702,50.0,0.15377176015473892,0.59375,0.90625,0.06451612903225806,0.43548387096774194,15.0,RS
132,0,401054603,13,4010,Absent,57,0,1,0,0,1,1,0,1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,18,14,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,RS,132,0,26.201268357810413,26.75,115,0.9125,39,0.36538461538461536,45.0,0.049595141700404854,0.484375,0.925,0.2553191489361702,0.15377176015473892,12.0,RS
137,0,401054603,18,4010,Absent,56,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,15,17,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,RS,137,0,26.201268357810413,26.0,130,0.89375,35,0.48,50.0,0.2117073170731707,0.515625,0.9125,0.36538461538461536,0.049595141700404854,14.0,IN
139,0,401054603,20,4010,Absent,36,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,24,8,Unicorn_Absent,-1,-1.0,7,Unicorn_Present,IN,139,0,26.201268357810413,2.75,154,0.95,36,0.26785714285714285,37.0,0.21657509157509158,0.453125,0.89375,0.48,0.2117073170731707,17.0,NOTHING
144,0,401054603,25,4010,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Present,NOTHING,144,0,26.201268357810413,32.0,186,1.0,0,0.0,41.0,0.08695652173913043,0.640625,0.95,0.26785714285714285,0.21657509157509158,8.0,NOTHING
147,0,401054603,28,4010,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Present,NOTHING,147,0,26.201268357810413,-10.4,176,0.7375,0,1.0,9.0,0.8095238095238095,0.140625,1.0,0.0,0.08695652173913043,0.0,RS
153,0,401054603,34,4010,Absent,27,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,23,9,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,RS,153,0,26.201268357810413,32.0,199,0.94375,24,0.0,30.0,0.14285714285714285,0.328125,0.7375,1.0,0.8095238095238095,0.0,RS
155,0,401054603,36,4010,Absent,16,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,27,5,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,RS,155,0,26.201268357810413,26.201268357810413,226,0.96875,16,0.14285714285714285,38.0,0.12987012987012986,0.515625,0.94375,0.0,0.14285714285714285,9.0,NOTHING
156,0,401054603,37,4010,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Present,NOTHING,156,0,26.201268357810413,12.8,238,0.875,0,0.0,32.0,0.3111111111111111,0.5,0.96875,0.14285714285714285,0.12987012987012986,5.0,RS
162,0,401054603,43,4010,Absent,8,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-71,2,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,RS,162,0,26.201268357810413,-71.0,167,0.35625,7,0.0,33.0,0.30434782608695654,0.484375,0.875,0.0,0.3111111111111111,0.0,RS
165,0,401054603,46,4010,Absent,50,0,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,25,7,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,RS,165,0,26.201268357810413,32.0,192,0.95625,34,0.025,45.0,0.1544871794871795,0.59375,0.35625,0.0,0.30434782608695654,2.0,RS
167,0,401054603,48,4010,Absent,30,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,-64,0,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,RS,167,0,26.201268357810413,-64.0,128,0.4,23,0.29545454545454547,23.0,0.29545454545454547,0.359375,0.95625,0.025,0.1544871794871795,7.0,RIGHT
169,0,401054603,50,4010,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,32,Unicorn_Absent,-1,-1.0,6,Unicorn_Present,RIGHT,169,0,26.201268357810413,-68.0,128,0.8,32,0.25,32.0,0.25,0.0,0.4,0.29545454545454547,0.29545454545454547,0.0,RS
171,0,401054603,52,4010,Absent,61,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,1,0,21,11,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,RS,171,0,26.201268357810413,2.0,149,0.93125,36,0.36,41.0,0.15999999999999998,0.46875,0.8,0.25,0.25,32.0,RS
173,0,401054603,54,4010,Absent,16,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,27,5,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,RS,173,0,26.201268357810413,-30.75,176,0.96875,15,0.21428571428571427,30.0,0.014285714285714263,0.390625,0.93125,0.36,0.15999999999999998,11.0,RS
178,0,401054603,59,4010,Absent,43,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,22,10,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,RS,178,0,26.201268357810413,32.0,198,0.9375,30,0.125,48.0,0.07500000000000001,0.59375,0.96875,0.21428571428571427,0.014285714285714263,5.0,
182,0,401054603,3,546032,Absent,39,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,0,19,13,Unicorn_Absent,-1,-1.0,9,Unicorn_Absent,RS,182,0,26.201268357810413,26.201268357810413,50,0.91875,29,0.06451612903225806,44.0,0.18548387096774194,0.484375,,,,,NOTHING
183,0,401054603,4,546032,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Present,NOTHING,183,0,26.201268357810413,-16.0,34,0.7,0,0.0,37.0,0.32653061224489793,0.578125,0.91875,0.06451612903225806,0.18548387096774194,13.0,ALL
186,0,401054603,7,546032,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,6,Unicorn_Absent,-1,-1.0,1,Unicorn_Present,ALL,186,0,26.201268357810413,14.0,60,0.9625,64,0.0,64.0,0.10256410256410256,0.90625,0.7,0.0,0.32653061224489793,0.0,DOWN
188,0,401054603,9,546032,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,15,Unicorn_Absent,-1,-1.0,3,Unicorn_Present,DOWN,188,0,26.201268357810413,-21.0,77,0.90625,32,0.5,44.0,0.43548387096774194,0.453125,0.9625,0.0,0.10256410256410256,6.0,RS
191,0,401054603,12,546032,Absent,50,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,20,12,Unicorn_Absent,-1,-1.0,9,Unicorn_Absent,RS,191,0,26.201268357810413,26.201268357810413,97,0.925,30,0.4090909090909091,50.0,0.15377176015473892,0.59375,0.90625,0.5,0.43548387096774194,15.0,RS
192,0,401054603,13,546032,Absent,25,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,18,14,Unicorn_Absent,-1,-1.0,9,Unicorn_Present,RS,192,0,26.201268357810413,26.75,115,0.9125,20,0.3157894736842105,45.0,0.049595141700404854,0.484375,0.925,0.4090909090909091,0.15377176015473892,12.0,RIGHT
197,0,401054603,18,546032,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,15,17,Unicorn_Absent,-1,-1.0,6,Unicorn_Present,RIGHT,197,0,26.201268357810413,26.0,130,0.89375,32,0.2682926829268293,50.0,0.2117073170731707,0.515625,0.9125,0.3157894736842105,0.049595141700404854,14.0,RS
199,0,401054603,20,546032,Absent,10,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24,8,Unicorn_Absent,-1,-1.0,9,Unicorn_Present,RS,199,0,26.201268357810413,2.75,154,0.95,9,0.05128205128205128,37.0,0.21657509157509158,0.453125,0.89375,0.2682926829268293,0.2117073170731707,17.0,RS
204,0,401054603,25,546032,Absent,52,0,0,1,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,32,0,Unicorn_Absent,-1,-1.0,9,Unicorn_Present,RS,204,0,26.201268357810413,32.0,186,1.0,41,0.08695652173913043,41.0,0.08695652173913043,0.640625,0.95,0.05128205128205128,0.21657509157509158,8.0,RS
207,0,401054603,28,546032,Absent,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-10,0,Unicorn_Absent,-1,-1.0,9,Unicorn_Present,RS,207,0,26.201268357810413,-10.4,176,0.7375,9,0.19047619047619047,9.0,0.8095238095238095,0.140625,1.0,0.08695652173913043,0.08695652173913043,0.0,RS
213,0,401054603,34,546032,Absent,15,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,23,9,Unicorn_Absent,-1,-1.0,9,Unicorn_Present,RS,213,0,26.201268357810413,32.0,199,0.94375,15,0.14285714285714285,30.0,0.14285714285714285,0.328125,0.7375,0.19047619047619047,0.8095238095238095,0.0,RS
215,0,401054603,36,546032,Absent,36,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,27,5,Unicorn_Absent,-1,-1.0,9,Unicorn_Absent,RS,215,0,26.201268357810413,26.201268357810413,226,0.96875,27,0.2727272727272727,38.0,0.12987012987012986,0.515625,0.94375,0.14285714285714285,0.14285714285714285,9.0,RIGHT
216,0,401054603,37,546032,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,12,0,Unicorn_Absent,-1,-1.0,6,Unicorn_Present,RIGHT,216,0,26.201268357810413,12.8,238,0.875,32,0.3111111111111111,32.0,0.3111111111111111,0.5,0.96875,0.2727272727272727,0.12987012987012986,5.0,OUT
222,0,401054603,43,546032,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,-71,2,Unicorn_Absent,-1,-1.0,8,Unicorn_Present,OUT,222,0,26.201268357810413,-71.0,167,0.35625,28,0.30434782608695654,33.0,0.30434782608695654,0.484375,0.875,0.3111111111111111,0.3111111111111111,0.0,RS
225,0,401054603,46,546032,Absent,25,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,25,7,Unicorn_Absent,-1,-1.0,9,Unicorn_Present,RS,225,0,26.201268357810413,32.0,192,0.95625,18,0.1794871794871795,45.0,0.1544871794871795,0.59375,0.35625,0.30434782608695654,0.30434782608695654,2.0,NOTHING
227,0,401054603,48,546032,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-64,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Present,NOTHING,227,0,26.201268357810413,-64.0,128,0.4,0,0.0,23.0,0.29545454545454547,0.359375,0.95625,0.1794871794871795,0.1544871794871795,7.0,RIGHT
229,0,401054603,50,546032,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,32,Unicorn_Absent,-1,-1.0,6,Unicorn_Present,RIGHT,229,0,26.201268357810413,-68.0,128,0.8,32,0.0,32.0,0.25,0.0,0.4,0.0,0.29545454545454547,0.0,RS
231,0,401054603,52,546032,Absent,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,21,11,Unicorn_Absent,-1,-1.0,9,Unicorn_Present,RS,231,0,26.201268357810413,2.0,149,0.93125,16,0.2,41.0,0.15999999999999998,0.46875,0.8,0.0,0.25,32.0,RS
233,0,401054603,54,546032,Absent,23,0,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,5,Unicorn_Absent,-1,-1.0,9,Unicorn_Present,RS,233,0,26.201268357810413,-30.75,176,0.96875,20,0.2,30.0,0.014285714285714263,0.390625,0.93125,0.2,0.15999999999999998,11.0,OUT
238,0,401054603,59,546032,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,22,10,Unicorn_Absent,-1,-1.0,8,Unicorn_Present,OUT,238,0,26.201268357810413,32.0,198,0.9375,28,0.2,48.0,0.07500000000000001,0.59375,0.96875,0.2,0.014285714285714263,5.0,
243,0,586828113,4,5868,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-32,64,Unicorn_Absent,-1,-1.0,1,Unicorn_Absent,ALL,243,0,26.201268357810413,26.201268357810413,-32,0.6,64,0.5,64.0,0.5,0.0,,,,,DOWN
244,0,586828113,5,5868,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,14,Unicorn_Absent,-1,-1.0,3,Unicorn_Absent,DOWN,244,0,26.201268357810413,26.201268357810413,-14,0.9125,32,0.5,46.0,0.0625,0.5,0.6,0.5,0.5,64.0,ALL
245,0,586828113,6,5868,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-32,64,Unicorn_Absent,-1,-1.0,1,Unicorn_Present,ALL,245,0,26.201268357810413,-2.0,-46,0.6,64,0.5,64.0,0.0625,0.0,0.9125,0.5,0.0625,14.0,RS
249,0,586828113,10,5868,Absent,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,32,0,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,RS,249,0,26.201268357810413,26.201268357810413,-14,1.0,9,0.140625,9.0,0.140625,0.140625,0.6,0.5,0.0625,64.0,RS
250,0,586828113,11,5868,Absent,55,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,0,-17,0,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,RS,250,0,26.201268357810413,-17.5,-31,0.69375,36,0.0975609756097561,36.0,0.9024390243902439,0.5625,1.0,0.140625,0.140625,0.0,IN
253,0,586828113,14,5868,Absent,36,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,-4,36,Unicorn_Absent,-1,-1.0,7,Unicorn_Absent,IN,253,0,26.201268357810413,26.201268357810413,-35,0.775,36,0.3584905660377358,36.0,0.3584905660377358,0.0,0.69375,0.0975609756097561,0.9024390243902439,0.0,RS
254,0,586828113,15,5868,Absent,19,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,17,15,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,RS,254,0,26.201268357810413,26.201268357810413,-18,0.90625,15,0.13333333333333333,64.0,0.4291666666666667,0.765625,0.775,0.3584905660377358,0.3584905660377358,36.0,NOTHING
255,0,586828113,16,5868,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Present,NOTHING,255,0,26.201268357810413,32.0,14,1.0,0,0.0,33.0,0.515625,0.515625,0.90625,0.13333333333333333,0.4291666666666667,15.0,NOTHING
257,0,586828113,18,5868,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-64,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Present,NOTHING,257,0,26.201268357810413,-64.0,-50,0.4,0,1.0,33.0,0.0,0.515625,1.0,0.0,0.515625,0.0,RS
